,Callsign,Service,Channel,City,State,Country,Facility ID Number (unique to each station),N (North) or S (South) Latitude,Degrees Latitude,Minutes Latitude,Seconds Latitude,W (West) or (E) East Longitude,Degrees Longitude,Minutes Longitude,Seconds Longitude,Licensee or Permittee,long_decimal,lat_decimal
22356,WQAL,FM,281,CLEVELAND,OH,US,72889,N,41,20,28.2,W,81,44,23.5,"AUDACY LICENSE, LLC",-81.73986111111111,41.341166666666666
22357,WQAL,FS,281,CLEVELAND,OH,US,72889,N,41,20,28.2,W,81,44,23.5,"AUDACY LICENSE, LLC",-81.73986111111111,41.341166666666666
22358,WQAL,FS,281,CLEVELAND,OH,US,72889,N,41,22,45.2,W,81,43,11.5,"AUDACY LICENSE, LLC",-81.71986111111111,41.379222222222225
22359,W281AL,FX,281,HARBOR VIEW,OH,US,138989,N,41,42,51.8,W,83,30,22.2,EDUCATIONAL MEDIA FOUNDATION,-83.50616666666667,41.71438888888889
22360,W281CN,FX,281,LANCASTER,OH,US,153192,N,39,44,9.2,W,82,35,50.5,WLOH RADIO COMPANY,-82.59736111111111,39.73588888888889
22361,WNHC-LP,FL,281,LIMA,OH,US,131891,N,40,46,12.1,W,84,11,2.8,NEW HOPE CHRISTIAN CENTER,-84.18411111111112,40.77002777777778
22362,WQOU-LP,FL,281,MT GILEAD,OH,US,197565,N,40,32,3.2,W,82,42,6.6,LEGION OF MARY,-82.70183333333334,40.53422222222222
22363,WJFY-LP,FL,281,NEWARK,OH,US,132035,N,40,0,10.8,W,82,27,8.1,NEWARK AREA CHRISTIAN BROADCASTING,-82.45225,40.003
22364,WPYK,FM,281,PORTSMOUTH,OH,US,54813,N,38,41,0.3,W,83,0,45.6,EDUCATIONAL MEDIA FOUNDATION,-83.01266666666666,38.683416666666666
22365,KMGL,FM,281,OKLAHOMA CITY,OK,US,55708,N,35,33,36.2,W,97,29,8.1,"TYLER MEDIA, L.L.C.",-97.48558333333334,35.56005555555555
22366,KMGL,FS,281,OKLAHOMA CITY,OK,US,55708,N,35,32,51.2,W,97,29,31.1,"TYLER MEDIA, L.L.C.",-97.49197222222222,35.547555555555554
22367,K281CO,FX,281,TULSA,OK,US,142076,N,36,6,25.4,W,95,47,13.9,"SCREEN DOOR BROADCASTING, LLC",-95.78719444444444,36.107055555555554
22368,K281AH,FX,281,FLORENCE,OR,US,81842,N,43,57,22.0,W,124,4,30.0,"COAST BROADCASTING COMPANY, INC.",-124.075,43.95611111111111
22369,K281AH,FX,281,FLORENCE,OR,US,81842,N,43,57,19.4,W,124,4,30.4,"COAST BROADCASTING COMPANY, INC.",-124.07511111111111,43.95538888888889
22370,K281AF,FX,281,OAKRIDGE,OR,US,40892,N,43,46,34.4,W,122,24,17.1,"MCKENZIE RIVER BROADCASTING COMPANY, INC.",-122.40475,43.77622222222222
22371,KCUW-LP,FL,281,PENDLETON,OR,US,134558,N,45,38,53,W,118,40,46,CONFEDERATED TRIBES OF THE UMATILLA INDIAN RESERVATION,-118.67944444444444,45.64805555555556
22372,KFIS,FM,281,SCAPPOOSE,OR,US,50553,N,45,29,19.4,W,122,41,44.3,SALEM COMMUNICATIONS HOLDING CORPORATION,-122.6956388888889,45.48872222222222
22373,KFIS,FS,281,SCAPPOOSE,OR,US,50553,N,45,29,19.4,W,122,41,44.3,SALEM COMMUNICATIONS HOLDING CORPORATION,-122.6956388888889,45.48872222222222
22374,KWPK-FM,FM,281,SISTERS,OR,US,59365,N,44,4,39.4,W,121,19,53.1,HORIZON BROADCASTING GROUP LLC,-121.33141666666667,44.07761111111112
22375,WAEB-FM,FM,281,ALLENTOWN,PA,US,14372,N,40,43,13.3,W,75,35,42.6,"IHM LICENSES, LLC",-75.59516666666666,40.72036111111111
22376,WAEB-FM,FS,281,ALLENTOWN,PA,US,14372,N,40,39,37.3,W,75,30,48.6,"IHM LICENSES, LLC",-75.5135,40.66036111111111
22377,WAEB-FM,FS,281,ALLENTOWN,PA,US,14372,N,40,43,13.3,W,75,35,42.7,"IHM LICENSES, LLC",-75.59519444444445,40.72036111111111
22378,WNNK-FM,FM,281,HARRISBURG,PA,US,32945,N,40,18,59.3,W,76,57,2.9,CUMULUS LICENSING LLC,-76.95080555555556,40.31647222222222
22379,WNNK-FM,FS,281,HARRISBURG,PA,US,32945,N,40,18,59.3,W,76,57,2.9,CUMULUS LICENSING LLC,-76.95080555555556,40.31647222222222
22380,WNNK-FM,FS,281,HARRISBURG,PA,US,32945,N,40,18,59.3,W,76,57,2.9,CUMULUS LICENSING LLC,-76.95080555555556,40.31647222222222
22381,W281CO,FX,281,JERSEY SHORE,PA,US,203261,N,41,13,45.2,W,77,22,0.9,"SOUTHERN BELLE, LLC,",-77.36691666666665,41.229222222222226
22382,W281AI,FX,281,LIGONIER,PA,US,140966,N,40,15,40.2,W,79,15,0.1,PITTSBURGH COMMUNITY BROADCASTING CORPORATION,-79.25002777777777,40.26116666666667
22383,W281CA,FX,281,OIL CITY,PA,US,201498,N,41,23,45.2,W,79,39,52.2,"J2 MEDIA, LLC",-79.6645,41.39588888888889
22384,WPXZ-FM,FM,281,PUNXSUTAWNEY,PA,US,55711,N,40,57,36.2,W,79,0,7.1,RENDA RADIO INC.,-79.00197222222222,40.960055555555556
22385,W281AH,FX,281,SOMERSET,PA,US,140951,N,40,0,54.3,W,79,3,44.1,PITTSBURGH COMMUNITY BROADCASTING CORPORATION,-79.06224999999999,40.01508333333334
22390,W281BE,FX,281,FORT MILL,SC,US,153412,N,34,52,31.5,W,80,55,47.3,"OUR THREE SONS BROADCASTING, LLP",-80.92980555555556,34.875416666666666
22391,W281BX,FX,281,LAURENS,SC,US,200823,N,34,30,16.4,W,82,1,10.3,"SOUTHEASTERN BROADCAST ASSOCIATES, INC.",-82.01952777777778,34.504555555555555
22392,WYAV,FM,281,MYRTLE BEACH,SC,US,36947,N,33,35,27.6,W,79,2,54.1,"DICK BROADCASTING COMPANY, INC. OF TENNESSEE",-79.0483611111111,33.591
22393,WHRZ-LP,FL,281,SPARTANBURG,SC,US,131757,N,34,57,1.4,W,81,55,38.3,FIRST BAPTIST CHURCH,-81.92730555555556,34.950388888888895
22394,KIQK,FM,281,RAPID CITY,SD,US,67310,N,44,1,18.9,W,103,15,34.6,"HAUGO BROADCASTING, INC.",-103.25961111111111,44.02191666666666
22395,WNAX-FM,FM,281,YANKTON,SD,US,57839,N,42,38,23.9,W,97,3,22.1,"SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC",-97.05613888888888,42.63997222222222
22396,WNAX-FM,FS,281,YANKTON,SD,US,57839,N,42,54,46.0,W,97,18,59.2,"SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC",-97.31644444444444,42.91277777777778
22397,WNAX-FM,FS,281,YANKTON,SD,US,57839,N,42,54,46.0,W,97,18,59.0,"SAGA COMMUNICATIONS OF SOUTH DAKOTA, LLC",-97.31638888888888,42.91277777777778
22398,WCLE-FM,FM,281,CALHOUN,TN,US,55099,N,35,15,59.3,W,84,50,22.8,"HARTLINE, LLC",-84.83966666666666,35.26647222222222
22399,WUCZ,FM,281,CARTHAGE,TN,US,73600,N,36,18,43.1,W,85,57,7.9,"WOOD BROADCASTING, INC.",-85.95219444444444,36.31197222222222
22400,W281BT,FX,281,CLARKSVILLE,TN,US,145701,N,36,32,31.2,W,87,19,32.0,"SAGA COMMUNICATIONS OF TUCKESSEE, LLC",-87.32555555555555,36.542
22401,WOGY,FM,281,JACKSON,TN,US,14743,N,35,38,49.3,W,88,50,0.2,FOREVER SOUTH,-88.83338888888889,35.64702777777778
22402,WMJA-LP,FL,281,LOUDON,TN,US,191888,N,35,44,11.2,W,84,21,20.7,POWER OF THE GAME INC.,-84.35575,35.736444444444444
22403,W281BR,FX,281,MEMPHIS,TN,US,89003,N,35,12,34.3,W,89,49,1.3,ARLINGTON BROADCASTING COMPANY,-89.81702777777777,35.20952777777778
22404,WDYO-LP,FL,281,NASHVILLE,TN,US,192437,N,36,6,55.3,W,86,44,49.0,MIDDLE TENNESSEE JOBS WITH JUSTICE,-86.74694444444445,36.11536111111111
22405,W281BQ,FX,281,SEVIERVILLE,TN,US,67211,N,35,52,42.3,W,83,33,17.6,"BRISTOL BROADCASTING COMPANY, INC.",-83.55488888888888,35.878416666666666
22406,KBEJ-LP,FL,281,BEAUMONT,TX,US,193973,N,30,1,45.9,W,94,3,49.5,BEAUMONT IGLESIA CRISTO VIENE,-94.06375,30.029416666666666
22407,KWOW,FM,281,CLIFTON,TX,US,6449,N,31,44,11.6,W,97,19,28.0,"WACO ENTERTAINMENT GROUP, LLC",-97.32444444444444,31.736555555555558
22408,K281AV,FX,281,CORPUS CHRISTI,TX,US,153662,N,27,46,11.1,W,97,26,56.0,THE WORSHIP CENTER OF KINGSVILLE,-97.44888888888889,27.76975
22409,KEJC-LP,FL,281,DALLAS,TX,US,196474,N,32,45,2.4,W,96,48,40.0,"TEMPLO DE DIOS, ORG. 2",-96.8111111111111,32.75066666666667
22410,K281DF,FX,281,DALLAS,TX,US,144076,N,32,32,44.0,W,96,57,57.0,WE SERVE LLC,-96.96583333333334,32.54555555555555
22411,KBFM,FM,281,EDINBURG,TX,US,40777,N,26,6,3.3,W,97,50,22.0,"IHM LICENSES, LLC",-97.83944444444444,26.100916666666667
22412,KLEJ-LP,FL,281,FORT WORTH,TX,US,194791,N,32,45,35.4,W,97,21,22.0,"TEMPLO DE DIOS, INC. 4",-97.3561111111111,32.75983333333333
22413,KZGP-LP,FL,281,GRAND PRAIRIE,TX,US,197143,N,32,45,54.3,W,97,3,45.7,FUNDACION ESPERANZA VIVA,-97.06269444444445,32.76508333333334
22414,KRBE,FM,281,HOUSTON,TX,US,35524,N,29,34,34.8,W,95,30,36.8,RADIO LICENSE HOLDING SRC LLC,-95.51022222222223,29.576333333333334
22415,KRBE,FS,281,HOUSTON,TX,US,35524,N,29,34,34.8,W,95,30,36.7,RADIO LICENSE HOLDING SRC LLC,-95.51019444444445,29.576333333333334
22416,KRBE,FS,281,HOUSTON,TX,US,35524,N,29,34,15.8,W,95,30,37.8,RADIO LICENSE HOLDING SRC LLC,-95.5105,29.571055555555557
22417,KRBE,FS,281,HOUSTON,TX,US,35524,N,29,34,15.8,W,95,30,37.8,RADIO LICENSE HOLDING SRC LLC,-95.5105,29.571055555555557
22418,NEW,FR,281,HOWE,TX,US,761276,N,33,48,59.63,W,96,58,58.97,-,-96.98304722222223,33.816563888888886
22419,NEW,FR,281,HOWE,TX,US,761276,N,33,48,59.63,W,96,58,58.97,-,-96.98304722222223,33.816563888888886
22420,NEW,FR,281,HOWE,TX,US,761288,N,33,48,0,W,96,58,0,-,-96.96666666666667,33.8
22421,K281CB,FX,281,LAREDO NORTH,TX,US,147983,N,27,43,28.0,W,99,26,57.1,-,-99.44919444444444,27.724444444444444
22422,KCUN-LP,FL,281,LIVINGSTON,TX,US,191837,N,30,41,39.0,W,94,56,13.0,HGN MUSIC & EDUCATION FOUNDATION,-94.93694444444445,30.694166666666668
22423,KYRE-LP,FL,281,MANSFIELD,TX,US,193143,N,32,33,34.3,W,97,8,8.6,ST. JUDE CATHOLIC CHURCH,-97.13572222222223,32.559527777777774
22424,KMSN,FM,281,MASON,TX,US,198632,N,30,46,35.6,W,99,17,55.2,"TOWNSHIP MEDIA, LLC",-99.29866666666666,30.776555555555554
22425,K281CS,FX,281,MCKINNEY,TX,US,156828,N,33,3,50.4,W,96,35,3.0,"TEXAS FM RADIO, LLC",-96.58416666666666,33.064
22426,KCKB,FM,281,MORAN,TX,US,198776,N,32,22,30.0,W,99,4,5.7,"POSITIVE RADIO NETWORK, LLC",-99.06824999999999,32.375
22427,KSAH-FM,FM,281,PEARSALL,TX,US,83596,N,28,43,16.9,W,98,45,44.1,ALPHA MEDIA LICENSEE LLC DEBTOR IN POSSESSION,-98.76225,28.721361111111108
22428,KSAH-FM1,FB,281,PEARSALL,TX,US,161921,N,28,54,58.3,W,98,39,40.2,ALPHA MEDIA LICENSEE LLC,-98.66116666666667,28.916194444444443
22429,KSAH-FM,FS,281,PEARSALL,TX,US,83596,N,28,54,58.3,W,98,39,40.0,ALPHA MEDIA LICENSEE LLC DEBTOR IN POSSESSION,-98.66111111111111,28.916194444444443
22430,KRWJ-LP,FL,281,ROCKWALL,TX,US,194580,N,32,50,36.5,W,96,33,49.3,ROCKWALL RADIO DE LA COMUNIDAD,-96.56369444444444,32.843472222222225
22431,KTCG,FM,281,SANGER,TX,US,762217,N,33,28,47.7,W,97,3,23.5,"RADIO BRANDS, INC.",-97.05652777777777,33.47991666666667
22432,KKUS,FM,281,TYLER,TX,US,68651,N,32,29,32.5,W,95,28,51.8,ALPHA MEDIA RADIO LICENSEE,-95.48105555555556,32.49236111111111
22433,KKUS,FM,281,TYLER,TX,US,68651,N,32,29,32.5,W,95,28,51.8,ALPHA MEDIA RADIO LICENSEE,-95.48105555555556,32.49236111111111
22434,KOWO-LP,FL,281,WIMBERLEY,TX,US,196296,N,29,55,57.5,W,98,7,51.6,WIMBERLEY TEXAN RADIO,-98.131,29.93263888888889
22435,K281AJ,FX,281,MOAB,UT,US,83197,N,38,34,25.9,W,109,32,59.4,"PROFESSIONAL ANTENNA, TOWER AND TRANSLATOR SERVICE (PATTS)",-109.54983333333332,38.573861111111114
22436,KZYN,FM,281,TOQUERVILLE,UT,US,198815,N,36,50,47.9,W,113,29,30.8,"REDROCK BROADCASTING, INC.",-113.4918888888889,36.84663888888889
22437,W281CF,FX,281,ABINGDON,VA,US,200961,N,36,44,01.5,W,81,58,14.2,INFORMATION COMMUNICATIONS CORPORATION,-81.97061111111111,36.73375
22438,WEPV-LP,FL,281,HAMPTON,VA,US,195988,N,37,3,0.5,W,76,23,20.8,ST. MARY STAR OF THE SEA CATHOLIC CHURCH,-76.38911111111112,37.05013888888889
22439,W281AW,FX,281,PETERSBURG,VA,US,139555,N,37,14,2.5,W,77,22,37.9,"RADIO ONE LICENSES, LLC",-77.37719444444444,37.234027777777776
22440,WMNV,FM,281,RUPERT,VT,US,20596,N,43,16,1.2,W,73,15,19.3,CAPITAL MEDIA CORPORATION,-73.25536111111111,43.266999999999996
22441,W281CC,FX,281,ST. JOHNSBURY,VT,US,200719,N,44,24,38.2,W,71,58,11.3,"VERMONT BROADCAST ASSOCIATES, INC",-71.96980555555555,44.41061111111111
22442,K281DE,FX,281,ABERDEEN,WA,US,138383,N,46,55,59.3,W,123,44,1.5,"JODESHA BROADCASTING, INC.",-123.73375,46.933138888888884
22443,KAFE,FM,281,BELLINGHAM,WA,US,58886,N,48,40,49.0,W,122,50,31.0,"SAGA BROADCASTING, LLC",-122.84194444444444,48.680277777777775
22444,KAFE,FS,281,BELLINGHAM,WA,US,58886,N,48,46,33.4,W,122,26,29.6,"SAGA BROADCASTING, LLC",-122.44155555555555,48.77594444444444
22445,K281AD,FX,281,OLYMPIA,WA,US,18515,N,47,3,9.3,W,122,50,49.4,"AUDACY LICENSE, LLC",-122.84705555555556,47.05258333333333
22446,K281CQ,FX,281,SEATTLE,WA,US,3062,N,47,32,36.4,W,122,6,31.4,"INSPIRATION MEDIA, INC.",-122.10872222222221,47.54344444444444
22447,K281CI,FX,281,TACOMA,WA,US,146771,N,47,14,52.3,W,122,27,22.4,NORTHWEST ROCK N ROLL PRESERVATION SOCIETY,-122.45622222222222,47.24786111111111
22448,KXDD,FM,281,YAKIMA,WA,US,7919,N,46,30,47.5,W,120,24,9.2,"SMG-YAKIMA, LLC",-120.40255555555557,46.513194444444444
22449,KXDD,FS,281,YAKIMA,WA,US,7919,N,46,36,8.4,W,120,30,17.2,"SMG-YAKIMA, LLC",-120.50477777777778,46.602333333333334
22450,WRLU,FM,281,ALGOMA,WI,US,85829,N,44,42,26.0,W,87,24,26.3,"MAZUR, LLC",-87.40730555555557,44.70722222222223
22451,WZEE,FM,281,MADISON,WI,US,41980,N,43,3,3.0,W,89,29,13.4,"IHM LICENSES, LLC",-89.48705555555556,43.05083333333333
22452,WZEE,FS,281,MADISON,WI,US,41980,N,43,3,3.0,W,89,29,13.0,"IHM LICENSES, LLC",-89.48694444444445,43.05083333333333
22453,WXVM,FM,281,MERRILL,WI,US,57224,N,44,53,16.4,W,89,39,2.9,"WRVM, INC.",-89.65080555555556,44.88788888888889
22454,WXRW-LP,FL,281,MILWAUKEE,WI,US,195569,N,43,4,3.0,W,87,54,3.3,"RIVERWEST ARTISTS ASSOCIATION, INC.",-87.90091666666667,43.0675
22455,W281AV,FX,281,SHEBOYGAN,WI,US,141117,N,43,45,56.0,W,87,45,59.3,"LAKESHORE COMMUNICATIONS, INC.",-87.76647222222222,43.76555555555556
22456,W281AJ,FX,281,BECKLEY,WV,US,140388,N,37,45,28.0,W,81,11,17.0,WEST VIRGINIA RADIO CORPORATION,-81.18805555555556,37.757777777777775
22457,WVIW,FM,281,BRIDGEPORT,WV,US,17065,N,39,17,59.3,W,80,17,29.3,"VCY AMERICA, INC.",-80.29147222222223,39.29980555555555
22458,WVXS,FM,281,ROMNEY,WV,US,71665,N,39,18,57.1,W,78,43,6.9,SOUTH BRANCH CAREER AND TECHNICAL CENTER,-78.71858333333334,39.31586111111111
22459,K281DD,FX,281,CHEYENNE,WY,US,143430,N,41,8,8.9,W,104,48,8.9,EDUCATIONAL MEDIA FOUNDATION,-104.80247222222222,41.13580555555556
22460,KANT,FM,281,GUERNSEY,WY,US,164287,N,42,20,46.5,W,105,2,5.8,PEAK RADIO LLC,-105.03494444444445,42.346250000000005
22461,KCGL,FM,281,POWELL,WY,US,43918,N,44,29,41.8,W,109,9,12.5,"LEGEND COMMUNICATIONS OF WYOMING, LLC",-109.15347222222223,44.49494444444444
22462,KCGL,FM,281,POWELL,WY,US,43918,N,44,29,41.8,W,109,9,12.5,"LEGEND COMMUNICATIONS OF WYOMING, LLC",-109.15347222222223,44.49494444444444
22463,K281BF,FX,281,RIVERTON,WY,US,155241,N,42,49,13.8,W,108,43,36.4,EDWARDS COMMUNICATIONS LC,-108.72677777777778,42.8205
22467,WZYP,FM,282,ATHENS,AL,US,3083,N,34,49,6.3,W,86,44,16.0,CUMULUS LICENSING LLC,-86.73777777777778,34.81841666666667
22468,WWPG,FM,282,EUTAW,AL,US,31145,N,32,55,19.4,W,87,49,8.0,"JIM LAWSON COMMUNICATIONS, INC.",-87.81888888888888,32.92205555555555
22469,WHLW,FM,282,LUVERNE,AL,US,6655,N,31,58,28.5,W,86,9,43.8,"IHM LICENSES, LLC",-86.16216666666668,31.97458333333333
22470,KPOS,FM,282,FOUKE,AR,US,87570,N,33,21,5.5,W,93,50,41.7,EDUCATIONAL MEDIA FOUNDATION,-93.84491666666666,33.35152777777778
22471,KBCN-FM,FM,282,MARSHALL,AR,US,14064,N,35,52,16.3,W,92,39,10.6,"PEARSON BROADCASTING OF MARSHALL, INC.",-92.65294444444444,35.87119444444445
22472,KJSS-LP,FL,282,NORTH LITTLE ROCK,AR,US,196458,N,34,45,23.8,W,92,15,58.1,"PULASKI COUNTY LEARNING CENTER, INC.",-92.26613888888889,34.75661111111111
22473,KAJM,FM,282,CAMP VERDE,AZ,US,52818,N,34,13,47.1,W,112,21,5.5,"SIERRA H BROADCASTING, INC.",-112.35152777777778,34.22975
22474,KJOI-LP,FL,282,BIOLA,CA,US,194666,N,36,48,4.7,W,120,1,1.6,WESTERN EDUCATIONAL ALLIANCE INC.,-120.0171111111111,36.80130555555555
22475,KHIP-FM1,FB,282,CARMEL VALLEY,CA,US,9862,N,36,32,4.8,W,121,37,11.7,"SMG-MONTEREY, LLC",-121.61991666666665,36.534666666666666
22476,KXSE,FM,282,DAVIS,CA,US,53653,N,38,39,25.7,W,121,43,15.9,"ENTRAVISION HOLDINGS, LLC",-121.72108333333334,38.65713888888889
22477,KXSE,FS,282,DAVIS,CA,US,53653,N,38,39,25.7,W,121,43,15.9,"ENTRAVISION HOLDINGS, LLC",-121.72108333333334,38.65713888888889
22478,K282AD,FX,282,EUREKA,CA,US,33652,N,40,30,2.4,W,124,17,10.1,"LOST COAST COMMUNICATIONS, INC.",-124.28613888888889,40.50066666666667
22479,KHIP,FM,282,GONZALES,CA,US,9858,N,36,40,5.8,W,121,31,12.7,"SMG-MONTEREY, LLC",-121.52019444444444,36.668277777777774
22480,K282BQ,FX,282,ISLA VISTA,CA,US,156364,N,34,30,9.9,W,119,50,59.5,GOLD COAST BROADCASTING LLC,-119.84986111111111,34.50275
22481,KBIG,FM,282,LOS ANGELES,CA,US,6360,N,34,13,36.0,W,118,4,2.2,"IHM LICENSES, LLC",-118.06727777777778,34.22666666666667
22482,KBIG,FS,282,LOS ANGELES,CA,US,6360,N,34,13,36.0,W,118,4,2.2,"IHM LICENSES, LLC",-118.06727777777778,34.22666666666667
22483,KBIG,FS,282,LOS ANGELES,CA,US,6360,N,34,7,8.0,W,118,23,33.3,"IHM LICENSES, LLC",-118.39258333333333,34.11888888888889
22484,KBIG,FS,282,LOS ANGELES,CA,US,6360,N,34,13,57.0,W,118,4,27.2,"IHM LICENSES, LLC",-118.07422222222222,34.2325
22485,K282BS,FX,282,MARYSVILLE,CA,US,151371,N,39,8,17.6,W,121,33,17.9,E. E. FRIESEN,-121.55497222222222,39.13822222222222
22486,KBQF,FM,282,MCFARLAND,CA,US,166077,N,35,31,34.8,W,119,18,46.4,"JAB BROADCASTING, LLC",-119.31288888888889,35.52633333333333
22487,KHCV,FM,282,MECCA,CA,US,191492,N,33,42,9.1,W,116,0,44.0,-,-116.01222222222222,33.70252777777778
22488,KHCV,FS,282,MECCA,CA,US,191492,N,33,48,6.1,W,116,13,30.0,-,-116.22500000000001,33.80169444444444
22489,KHCV,FS,282,MECCA,CA,US,191492,N,33,47,46.1,W,116,13,20.0,-,-116.22222222222223,33.79613888888889
22490,K282AE,FX,282,OAKHURST,CA,US,8332,N,37,18,43.8,W,119,40,15.5,"LAZER LICENSES, LLC",-119.67097222222223,37.31216666666666
22491,KSHA,FM,282,REDDING,CA,US,51641,N,40,39,13.5,W,122,31,16.0,"SMG-REDDING, LLC",-122.52111111111111,40.653749999999995
22492,KBIG-FM1,FB,282,SANTA CLARITA,CA,US,198145,N,34,19,47.9,W,118,35,59.3,"IHM LICENSES, LLC",-118.59980555555555,34.329972222222224
22493,K282CC,FX,282,UKIAH,CA,US,202506,N,39,19,34.7,W,123,16,15.3,"BICOASTAL MEDIA LICENSES, LLC",-123.27091666666666,39.32630555555556
22494,K282CC,FX,282,UKIAH,CA,US,202506,N,39,23,57.9,W,123,19,24.4,"BICOASTAL MEDIA LICENSES, LLC",-123.32344444444445,39.39941666666667
22495,K282BJ,FX,282,CARBONDALE,CO,US,138156,N,39,25,22.9,W,107,22,33.2,PITKIN COUNTY TRANSLATOR DEPARTMENT,-107.37588888888888,39.423027777777776
22496,K272FP,FX,282,COLORADO SPRINGS,CO,US,148039,N,38,53,47.0,W,104,47,53.9,"CATHOLIC RADIO NETWORK, INC.",-104.79830555555556,38.896388888888886
22497,KMXY,FM,282,GRAND JUNCTION,CO,US,5550,N,39,3,55.9,W,108,44,54.4,"TOWNSQUARE LICENSE, LLC",-108.74844444444444,39.065527777777774
22498,K282BX,FX,282,LA JUNTA,CO,US,200777,N,37,59,15.0,W,103,34,3.8,"THUNDER MEDIA, INC.",-103.56772222222222,37.987500000000004
22499,KKFN,FM,282,LONGMONT,CO,US,71767,N,39,41,44.9,W,105,9,55.9,BONNEVILLE INTERNATIONAL CORPORATION,-105.16552777777778,39.69580555555555
22500,W282BY,FX,282,FORT MYERS,FL,US,139201,N,26,39,13.0,W,81,55,20.0,"BEASLEY MEDIA GROUP LICENSES, LLC",-81.92222222222223,26.65361111111111
22501,WXZC,FM,282,INGLIS,FL,US,71585,N,29,1,18.9,W,82,41,19.4,"WGUL-FM, INC.",-82.68872222222222,29.021916666666666
22502,WXZC,FM,282,INGLIS,FL,US,71585,N,29,1,19.0,W,82,41,19.0,"WGUL-FM, INC.",-82.68861111111111,29.021944444444443
22503,WGSX,FM,282,LYNN HAVEN,FL,US,166008,N,30,11,1.0,W,85,46,33.6,GOLD STANDARD BROADCASTING INC,-85.776,30.183611111111112
22504,W282CM,FX,282,MARIANNA,FL,US,200295,N,30,45,48.5,W,85,13,51.5,-,-85.23097222222222,30.763472222222223
22505,WSFS,FM,282,MIRAMAR,FL,US,29567,N,25,59,10.3,W,80,11,36.2,"AUDACY LICENSE, LLC",-80.19338888888889,25.986194444444447
22506,WSFS,FS,282,MIRAMAR,FL,US,29567,N,25,59,10.3,W,80,11,36.2,"AUDACY LICENSE, LLC",-80.19338888888889,25.986194444444447
22507,WKZM,FM,282,SARASOTA,FL,US,11037,N,27,16,31.2,W,82,28,53.3,THE MOODY BIBLE INSTITUTE OF CHICAGO,-82.48147222222222,27.275333333333332
22508,W282CP,FX,282,SEBRING,FL,US,200623,N,27,30,40.0,W,81,31,53.0,"COHAN RADIO GROUP, INC.",-81.53138888888888,27.511111111111113
22509,W282CI,FX,282,TAMPA,FL,US,145074,N,27,55,55.1,W,82,24,4.3,SALEM COMMUNICATIONS HOLDING CORPORATION,-82.40119444444446,27.931972222222225
22510,W282CC,FX,282,ZEPHYR HILLS,FL,US,151732,N,28,16,55.0,W,82,12,29.3,"RADIO WORLD, INC.",-82.2081388888889,28.281944444444445
22511,WAJQ-FM,FM,282,ALMA,GA,US,63862,N,31,36,26.7,W,82,32,45.5,"BLUEBERRY BROADCASTING COMPANY, INC.",-82.54597222222222,31.60741666666667
22512,WAJQ-FM,FS,282,ALMA,GA,US,63862,N,31,32,44.7,W,82,28,42.5,"BLUEBERRY BROADCASTING COMPANY, INC.",-82.47847222222222,31.54575
22513,WBBQ-FM,FM,282,AUGUSTA,GA,US,59249,N,33,25,17.1,W,81,50,18.0,"IHM LICENSES, LLC",-81.83833333333332,33.421416666666666
22514,WBBQ-FM,FS,282,AUGUSTA,GA,US,59249,N,33,30,23.0,W,81,57,43.0,"IHM LICENSES, LLC",-81.96194444444444,33.506388888888885
22515,WZTR,FM,282,DAHLONEGA,GA,US,34319,N,34,29,56.3,W,84,8,31.7,"AUGUSTA RADIO FELLOWSHIP INSTITUTE, INC.",-84.1421388888889,34.49897222222222
22516,W282AE,FX,282,MACON,GA,US,77130,N,32,52,15.5,W,83,41,32.7,"BIBLE BROADCASTING NETWORK, INC.",-83.69241666666667,32.87097222222222
22517,W282AR,FX,282,SAVANNAH,GA,US,151474,N,32,3,26.7,W,81,8,46.4,"SOUTHERN MEDIA INTERACTIVE, LLC",-81.14622222222224,32.05741666666666
22522,KRKN,FM,282,ELDON,IA,US,58762,N,40,52,6.1,W,92,18,20.7,"O-TOWN COMMUNICATIONS, INC.",-92.30575,40.86836111111111
22523,KZTP,FM,282,SIBLEY,IA,US,164085,N,43,32,29.9,W,95,45,6.1,"ABSOLUTE COMMUNICATIONS, L.L.C.",-95.75169444444444,43.54163888888889
22524,KAWO,FM,282,BOISE,ID,US,63916,N,43,45,17.6,W,116,5,55.4,"TOWNSQUARE LICENSE, LLC",-116.09872222222222,43.754888888888885
22525,WCBH,FM,282,CASEY,IL,US,19050,N,39,16,24.1,W,87,55,39.1,"THE CROMWELL GROUP, INC. OF ILLINOIS",-87.92752777777778,39.27336111111111
22526,WBMX,FM,282,CHICAGO,IL,US,28621,N,41,52,44.1,W,87,38,8.2,"AUDACY LICENSE, LLC",-87.63561111111112,41.87891666666667
22527,WBMX,FS,282,CHICAGO,IL,US,28621,N,41,52,44.1,W,87,38,10.1,"AUDACY LICENSE, LLC",-87.6361388888889,41.87891666666667
22528,WBMX,FS,282,CHICAGO,IL,US,28621,N,41,56,18.1,W,87,45,5.2,"AUDACY LICENSE, LLC",-87.75144444444445,41.93836111111111
